0.10112235885300533,10040
0.10456794121773028,11211
0.1057602842834934,11219
0.10684425366032514,11367
0.10992024483134692,11205
0.11110748331196746,11230
0.1118196693483491,11204
0.1125159609522231,11368
0.11767938398826183,11374
0.11807380514752909,11423
0.11863866187431621,11237
0.11953913020410747,11216
0.11957566526386991,11220
0.11962383152440278,11238
0.12115165262679878,10032
0.12129061233828918,11206
0.12160935261550014,11385
0.12170197411833006,11213
0.12179830370603394,10033
0.12192121949247355,11432
0.12194432410445616,11369
0.12203831241088554,11218
0.12211913739383402,11418
0.12285532408731152,10002
0.12340940874314882,11379
0.1234787429685743,11434
0.12370092980833669,11372
0.12444553456639458,11207
0.12445252170902003,11416
0.12467364929869938,11221
0.1251436908294854,11223
0.12531325204014304,11212
0.12562937936701535,11411
0.12585266244444387,11373
0.12604983679002105,11417
0.12693752222552526,11208
0.12722936549456051,10031
0.1273955249210796,11210
0.12746857255061833,11435
0.1279248283400075,10453
0.12805998300891958,11422
0.12821697948007707,11229
0.12844701765493238,11694
0.12848829602836687,11377
0.12882712289436743,11355
0.12922424483926587,11375
0.12936772721386558,10027
0.1302921668552901,11370
0.1305200027405292,11209
0.13060720778220686,11357
0.1306279380468071,11421
0.1311066025935975,11413
0.13116315734879502,11225
0.1313012215624964,11691
0.1315117959065556,11233
0.1315289424659182,11226
0.1322942028078704,10458
0.13290264419235404,11203
0.13336025791025363,10457
0.13347354428586855,10009
0.13395074440895308,11224
0.13447669116483799,11378
0.13447732027057938,11420
0.13450107094426503,11419
0.13469225780746255,10468
0.1347028156571209,11427
0.13486705380324635,11365
0.13493632307756595,10459
0.13631321791663856,11412
0.1364580746971162,10461
0.13648930603355552,10462
0.1366531546951345,11214
0.13669167051161915,10304
0.1367675126174199,10456
0.13707326324199742,10452
0.13724991377471743,10454
0.13769463500818335,10467
0.13812521146221704,10472
0.13815715664949127,11429
0.13887392986892902,10029
0.13936811589699888,10460
0.13943917359620292,10035
0.13948906230582983,11235
0.13956437792161613,10463
0.1398603630166612,10473
0.14022002645790588,11414
0.14048225107723936,11236
0.14084043884984615,10025
0.14165631743310572,11433
0.1417095228644941,10455
0.1440720998154332,10451
0.14444015871142893,10465
0.14495859530769473,10469
0.14534133901026877,11354
0.14771003142129596,10306
0.1486397862993518,10301
0.14972476047061797,11234
0.15254805873974517,10305
0.15328317606324562,10310
0.15351938707600368,10475
0.1553307299275702,10466
0.15569185583421535,10314
0.15953872173910563,10312
0.16231704385521192,10303
0.17042236258976934,10309
